id,type,discount_num,gridcode,citycode,adname,tel,tag,entr_location,timestamp,address,adcode,pname,cityname,name,location,biz_ext.rating,lng,lat
B02CE02Z7M,住宿服务;宾馆酒店;三星级宾馆,0,4510724622,718,巴东县,0718-4712666,[],"110.333622,30.622824",2022/12/30 9:51,野三关镇沪蓉大道666号(巴东县民族医院旁),422823,湖北省,恩施土家族苗族自治州,巴人之都大酒店,"110.333934,30.622774",3.9,110.333934,30.622774
B0FFFADRM7,住宿服务;宾馆酒店;四星级宾馆,0,4810757802,719,张湾区,"0719-8519666;0719-8519777;+862126137886,22205",[],"110.73678,32.641798",2022/12/30 4:06,车城西路249号(红卫转盘处),420303,湖北省,十堰市,泊岸SOHO酒店,"110.736514,32.641962",4,110.736514,32.641962
B0FFL2IGVZ,住宿服务;宾馆酒店;宾馆酒店,0,4514536802,27,洪山区,027-63499908;19947678809,[],"114.483874,30.467073",2022/12/31 0:20,佛祖岭东街一号烽云慧城小区8栋,420111,湖北省,武汉市,武汉烽云慧城精品酒店,"114.483539,30.467078",3.7,114.483539,30.467078
B02D800E0A,住宿服务;宾馆酒店;四星级宾馆,0,4513434421,728,仙桃市,0728-8280888;0728-8284111,[],"113.432905,30.372619",2022/12/30 17:15,复州大道16号(近仙桃商城大厦),429004,湖北省,仙桃市,仙桃纽芬兰时尚酒店(西桥店),"113.432548,30.372658",3.6,113.432548,30.372658
B001B0B797,住宿服务;宾馆酒店;经济型连锁酒店,0,4514623622,27,武昌区,027-87303333,"自助早餐,热干面","114.337477,30.531434",2022/12/30 9:02,武珞路576号(宝通寺地铁站A口步行280米),420106,湖北省,武汉市,莫泰酒店(武汉武珞路中南宝通寺地铁站店),"114.337287,30.531333",4.3,114.337287,30.531333
B0FFG6H9S7,住宿服务;宾馆酒店;经济型连锁酒店,0,4514715900,27,江汉区,027-85555757,"热干面,自助早餐","114.241328,30.625801",2022/12/30 8:10,长港路常青五路1号(长港路地铁站C口步行470米),420103,湖北省,武汉市,汉庭酒店(武汉民航小区店),"114.241352,30.625839",4.7,114.241352,30.625839
B0FFISNEBE,住宿服务;宾馆酒店;经济型连锁酒店,0,4514720420,27,江岸区,027-86681888,"自助早餐,热干面","114.300702,30.590096",2022/12/30 9:08,胜利街168号扶轮大厦1-3楼,420102,湖北省,武汉市,城市便捷酒店(武汉汉口江滩店),"114.300827,30.590128",4.4,114.300827,30.590128
B02CE03049,住宿服务;宾馆酒店;宾馆酒店,0,4509334812,718,恩施市,0718-8274888,[],[],2022/12/30 8:28,"施州大道141号(近金安大厦,滨江花园南1门旁)",422801,湖北省,恩施土家族苗族自治州,恩施泰合商务宾馆,"109.485764,30.288704",4.7,109.485764,30.288704
B0FFHMSF58,住宿服务;宾馆酒店;宾馆酒店,0,4514623521,27,武昌区,027-86772288,[],"114.316913,30.532313",2022/12/31 0:13,首义路街办事处火车站万金国际广场1号楼4楼,420106,湖北省,武汉市,福缘百合连锁酒店(武汉武昌火车站店),"114.317320,30.532211",4.4,114.31732,30.532211
B0FFFHCAVE,住宿服务;宾馆酒店;宾馆酒店,0,4515205711,714,黄石港区,0714-6206666,[],"115.092206,30.211412",2022/12/30 9:16,黄石港区广场路21号,420202,湖北省,黄石市,佶迦酒店(黄石广场路店),"115.092112,30.211311",4.6,115.092112,30.211311
B0FFFFZG1J,住宿服务;宾馆酒店;宾馆酒店,0,4514704811,27,东西湖区,027-81346995;027-83086688;13469958094,[],"114.106151,30.621691",2022/12/30 9:05,田园大道101号智能科技综合大楼11-13层,420112,湖北省,武汉市,武汉升华商务酒店,"114.106157,30.621854",3.9,114.106157,30.621854
B06C00LYL8,住宿服务;宾馆酒店;宾馆酒店,0,4513717210,1728,天门市,0728-5359998;18671447710,[],"113.153262,30.645720",2022/12/31 0:06,公旺大道1号,429006,湖北省,天门市,影迪酒店,"113.152780,30.645622",4.6,113.15278,30.645622
B0FFL179G9,住宿服务;宾馆酒店;宾馆酒店,0,4514624422,27,武昌区,027-59501877;027-59501878,[],"114.309767,30.539121",2022/12/30 9:13,首义路街办事处首义路47号2栋,420106,湖北省,武汉市,运7酒店(黄鹤楼首义路地铁站店),"114.309971,30.539087",4.9,114.309971,30.539087
B001B170RZ,住宿服务;宾馆酒店;宾馆酒店,0,4514625311,27,武昌区,"027-88851811;+862126137886,7058080",小吃街,[],2022/12/30 9:05,民主路21号,420106,湖北省,武汉市,丽锦宾馆(武汉黄鹤楼户部巷店),"114.295642,30.547167",4.6,114.295642,30.547167
B02CE02V2W,住宿服务;宾馆酒店;三星级宾馆,0,4509333801,718,恩施市,0718-8272333,[],"109.480796,30.275858",2022/12/30 11:04,施州大道(机场路)施州雅苑B座18楼,422801,湖北省,恩施土家族苗族自治州,恩施晶都商务宾馆,"109.481166,30.275629",4.6,109.481166,30.275629
B0FFIBXCI2,住宿服务;宾馆酒店;经济型连锁酒店,0,4512316922,716,沙市区,0716-8111666;0716-8227799,[],"112.24963,30.30835",2022/12/31 0:29,沙隆达广场东侧,421002,湖北省,荆州市,速8酒店(荆州沙隆达广场店),"112.249848,30.308282",4.1,112.249848,30.308282
B001B08C29,住宿服务;宾馆酒店;宾馆酒店,0,4514625722,27,武昌区,027-87307785;027-87717773,[],"114.347698,30.548111",2022/12/30 9:06,水果湖街办事处水果湖惠明路3号附6号,420106,湖北省,武汉市,武汉鑫梦酒店(楚河汉街店),"114.347788,30.548111",4.4,114.347788,30.548111
B0FFKBOKI9,住宿服务;宾馆酒店;宾馆酒店,0,4614012302,27,东西湖区,027-83058828;027-84667788,[],"114.173922,30.685517",2022/12/30 9:06,"径河街银柏路68号,近径河工商所",420112,湖北省,武汉市,武汉径河酒店,"114.173991,30.685457",4.4,114.173991,30.685457
B02D80LXM2,住宿服务;宾馆酒店;经济型连锁酒店,0,4513433600,728,仙桃市,0728-8202888,自助早餐,"113.450965,30.360875",2022/12/31 0:16,"仙桃大道48-12号(汪洲桥桥头,步行街斜对面)",429004,湖北省,仙桃市,城市便捷酒店(仙桃大道店),"113.451131,30.360494",4.3,113.451131,30.360494
B001B0I7JG,住宿服务;宾馆酒店;经济型连锁酒店,0,4514722410,27,江岸区,18062610255,[],"114.302368,30.60364",2022/12/30 23:06,解放大道1797号(解放中学旁),420102,湖北省,武汉市,7天连锁酒店(武汉天地解放公园店),"114.302087,30.603731",4.7,114.302087,30.603731
B0FFF9ZUCJ,住宿服务;宾馆酒店;宾馆酒店,0,4514723011,27,江汉区,027-85728777,[],"114.254253,30.613654",2022/12/31 0:10,发展大道176号(汉口火车站地铁站D1口步行90米),420103,湖北省,武汉市,橙子水晶连锁酒店(武汉汉口火车站店),"114.254270,30.613518",4.2,114.25427,30.613518
B02CE0PMA9,住宿服务;宾馆酒店;三星级宾馆,0,4409738922,718,宣恩县,0718-5831111,[],"109.497256,29.990256",2022/12/30 8:27,兴隆大道172号(近文澜桥),422825,湖北省,恩施土家族苗族自治州,宣恩摆手源国际大酒店,"109.497513,29.990158",4.1,109.497513,29.990158
B0FFHC5C5Q,住宿服务;宾馆酒店;三星级宾馆,0,4514539220,27,洪山区,027-86753339,[],"114.402741,30.497932",2022/12/31 0:16,雄楚大道1025号立信富达电动车批发城,420111,湖北省,武汉市,雅斯特酒店(武汉光谷步行街店),"114.402724,30.498157",4.7,114.402724,30.498157
B001B0JORA,住宿服务;宾馆酒店;经济型连锁酒店,0,4514724002,27,江汉区,027-65685188,[],"114.258384,30.616765",2022/12/31 0:18,财神商业广场南面(汉口火车站地铁站D2口步行390米),420103,湖北省,武汉市,速8酒店(武汉汉口火车站店),"114.258385,30.616728",4.8,114.258385,30.616728
B0FFKAW59M,住宿服务;宾馆酒店;宾馆酒店,0,4614015912,27,黄陂区,[],[],"114.249692,30.713282",2022/12/30 9:09,盘龙城经济开发区珑璟轩A2-1-109商,420116,湖北省,武汉市,武汉璟珵悦居酒店,"114.249584,30.713118",4.8,114.249584,30.713118
B0FFG6GW51,住宿服务;宾馆酒店;经济型连锁酒店,0,4514730021,27,洪山区,027-88310188,自助早餐,"114.38095,30.589907",2022/12/31 0:21,东湖生态旅游风景区东湖庭园9栋,420111,湖北省,武汉市,城市便捷酒店(武汉欢乐谷店),"114.381038,30.590041",4.5,114.381038,30.590041
B0FFI0WQSA,住宿服务;宾馆酒店;宾馆酒店,0,4512411801,716,荆州区,0716-8810999,[],"112.22947,30.343416",2022/12/30 15:47,江津西路401号荆银雅苑,421003,湖北省,荆州市,柏曼酒店(荆州江津西路万达广场店),"112.229477,30.343132",4.6,112.229477,30.343132
B02CF00068,住宿服务;宾馆酒店;三星级宾馆,0,4810767202,719,茅箭区,0719-8662116;0719-8662685,小吃街,"110.785236,32.642778",2022/12/30 16:56,人民北路53号(五堰步行街正对面),420302,湖北省,十堰市,美乐宾馆(五堰店),"110.784705,32.642840",4.3,110.784705,32.64284
B0FFGIL2E4,住宿服务;宾馆酒店;宾馆酒店,0,4513432601,728,仙桃市,0728-8880888,[],"113.456934,30.350846",2022/12/31 0:18,钱沟南路88号(吴刚酒楼旁),429004,湖北省,仙桃市,沔街国际大酒店,"113.457238,30.350912",4.4,113.457238,30.350912
B0FFL7YTAJ,住宿服务;宾馆酒店;宾馆酒店,0,4614225911,27,黄陂区,027-85938501,[],"114.367646,30.878533",2022/12/30 9:04,前川街金堂街75号,420116,湖北省,武汉市,恒8连锁酒店(武汉木兰广场店),"114.367608,30.878425",4.2,114.367608,30.878425
B0FFI8AZ9W,住宿服务;宾馆酒店;宾馆酒店,0,4514528700,27,洪山区,027-87228791,"自助早餐,煎蛋,咖啡奶茶","114.338758,30.483661",2022/12/31 0:16,珞狮南路320号(金地西岸故事旁)近理工大学,420111,湖北省,武汉市,雅斯特酒店(武汉华中农业大学店),"114.338534,30.483529",4.3,114.338534,30.483529
B0FFKT04JZ,住宿服务;宾馆酒店;宾馆酒店,0,4514630210,27,洪山区,"027-87774199;+862126137886,5072348#",[],"114.402067,30.504142",2022/12/29 4:42,东湖新技术开发区光谷街3号1栋商业楼B1单元1层039室,420111,湖北省,武汉市,艾尚优家酒店式公寓(武汉凯瑞卡尔光谷步行街分店),"114.401920,30.504532",4.6,114.40192,30.504532
B02CE0P0UB,住宿服务;宾馆酒店;四星级宾馆,0,4508374610,718,利川市,0718-7299666;0718-7299888,[],"108.954009,30.286609",2022/12/31 0:22,滨江路教场村2组(近蓝色水岸),422802,湖北省,恩施土家族苗族自治州,半岛丽景酒店,"108.953630,30.286444",4,108.95363,30.286444
B001B0IIT9,住宿服务;宾馆酒店;经济型连锁酒店,0,4514724100,27,江汉区,027-85883688,"海鲜市场,热干面","114.263971,30.616731",2022/12/30 9:03,发展大道213号(范湖地铁站J口步行450米),420103,湖北省,武汉市,锦江之星(武汉汉口火车站店),"114.263895,30.616839",4,114.263895,30.616839
B02C800O55,住宿服务;宾馆酒店;四星级宾馆,0,4613373412,712,孝南区,0712-2880188;0712-2881166,[],"113.936185,30.945582",2022/12/31 0:29,黄陂大道17号,420902,湖北省,孝感市,万事达国际酒店,"113.936211,30.946166",4.6,113.936211,30.946166
B02C602S8E,住宿服务;宾馆酒店;三星级宾馆,0,4712426100,710,宜城市,0710-4212666,[],"112.266196,31.717352",2022/12/31 0:17,自忠路126号,420684,湖北省,襄阳市,宜城蓝波湾温泉假日酒店,"112.265895,31.717553",4.8,112.265895,31.717553
B0G3SCWWTH,住宿服务;宾馆酒店;宾馆酒店,0,4514723811,27,武昌区,027-86883789,[],"114.356546,30.612757",2022/12/30 22:45,和平大道793号,420106,湖北省,武汉市,维也纳酒店(武汉二七长江大桥余家头店),"114.356431,30.612668",4.6,114.356431,30.612668
B0FFFK3HXN,住宿服务;宾馆酒店;宾馆酒店,0,4810765220,719,茅箭区,0719-8227788,[],"110.778891,32.633027",2022/12/31 0:20,朝阳中路79号-1,420302,湖北省,十堰市,十堰左岸酒店,"110.778711,32.632989",4.5,110.778711,32.632989
B0FFGC3FBW,住宿服务;宾馆酒店;宾馆酒店,0,4514713411,27,硚口区,027-83889965;027-83889966,[],"114.18307,30.611441",2022/12/31 0:22,长丰大道68号1-4层,420104,湖北省,武汉市,丽枫酒店(武汉宜家园博园店),"114.183006,30.611075",4.7,114.183006,30.611075
B0FFFA1B9E,住宿服务;宾馆酒店;宾馆酒店,0,4514722300,27,江岸区,027-85646099,[],"114.289107,30.600362",2022/12/30 9:04,香港路109号(苗栗路地铁站C口步行120米),420102,湖北省,武汉市,香缘酒店(武汉儿童医院店),"114.288883,30.600325",4.2,114.288883,30.600325
B0FFG840M6,住宿服务;宾馆酒店;宾馆酒店,0,4812016212,710,樊城区,0710-3769555;18120274625,牛肉面,"112.159556,32.054769",2022/12/31 0:12,长征路173号,420606,湖北省,襄阳市,维也纳智好酒店(人民广场店),"112.159854,32.054606",4.5,112.159854,32.054606
B02D80LW51,住宿服务;宾馆酒店;宾馆酒店,0,4513431400,728,仙桃市,0728-3333888,[],"113.427483,30.343942",2022/12/30 9:48,纺织大道1号仙桃收费站高速入口,429004,湖北省,仙桃市,金港湾大酒店(宏达路辅路),"113.427459,30.343896",3.8,113.427459,30.343896
B02CD0Q0RJ,住宿服务;宾馆酒店;宾馆酒店,0,4511551802,717,枝江市,0717-4286666,[],[],2022/12/30 20:33,迎宾大道92号,420583,湖北省,宜昌市,枝江官邸商务酒店,"111.736644,30.426697",4.6,111.736644,30.426697
B0FFGF0YB8,住宿服务;宾馆酒店;三星级宾馆|住宿服务;宾馆酒店;经济型连锁酒店,0,4514629920,27,洪山区,027-86811179,[],"114.36257,30.582949",2022/12/30 2:35,杨园南路华腾园6号商业楼(广华医院附近),420111,湖北省,武汉市,钻石6+1假日宾馆(杨园南路欢乐大道店),"114.362530,30.582782",5,114.36253,30.582782
B0AA800C11,住宿服务;宾馆酒店;宾馆酒店,0,4512570121,2728,潜江市,0728-6255555,[],"112.892386,30.42346",2022/12/31 0:15,建设街88号,429005,湖北省,潜江市,潜江钻石国际大酒店,"112.893270,30.423463",4.2,112.89327,30.423463
B0FFHC77B5,住宿服务;宾馆酒店;宾馆酒店,0,4514620321,27,洪山区,027-88870811,[],"114.294273,30.507217",2022/12/31 0:24,"江盛路108号(列电小区旁,农家小院武昌店旁)",420111,湖北省,武汉市,德汉豪泰酒店(武汉白沙洲烽火村地铁站店),"114.294188,30.507026",3.9,114.294188,30.507026
B001B0JWRJ,住宿服务;宾馆酒店;宾馆酒店,0,4514630412,27,洪山区,027-87568099,[],"114.434228,30.50506",2022/12/30 9:04,珞瑜东路与文园路交叉口东南角,420111,湖北省,武汉市,武汉东谷商务宾馆,"114.434331,30.505210",4.5,114.434331,30.50521
B0AA80004R,住宿服务;宾馆酒店;三星级宾馆,0,4512570112,2728,潜江市,0728-8151666,"虾城,稀饭,虾子,龙虾,油焖大虾","112.898298,30.420757",2022/12/30 6:27,章华中路51号,429005,湖北省,潜江市,潜江大酒店,"112.898105,30.420866",4,112.898105,30.420866
B0FFJKQZFK,住宿服务;宾馆酒店;宾馆酒店,0,4514624801,27,洪山区,027-87106968,[],"114.355546,30.534128",2022/12/30 9:08,"八一路216号附三号(武汉大学正门斜对面100米,樱花大厦旁)",420111,湖北省,武汉市,华亿连锁酒店(武汉大学店),"114.355453,30.533983",4.6,114.355453,30.533983
B0FFGXVMAM,住宿服务;住宿服务相关;住宿服务相关,0,4614126302,27,黄陂区,18627913035,[],"114.295791,30.801928",2022/12/30 9:07,横店街道园春街111号益丰大药房左侧巷子内,420116,湖北省,武汉市,武汉祥和宾馆,"114.295908,30.801995",4,114.295908,30.801995
B02CF01ZQE,住宿服务;宾馆酒店;宾馆酒店,0,4810765201,719,茅箭区,0719-8872588;8871599,[],"110.780152,32.626276",2022/12/31 0:28,人民南路7号,420302,湖北省,十堰市,十堰长泰酒店(三堰人民南路客运站店),"110.779966,32.626338",3.9,110.779966,32.626338
B0FFH8BA7B,住宿服务;宾馆酒店;宾馆酒店,0,4611021622,717,伍家岗区,0717-6306777,[],"111.333658,30.682376",2022/12/30 9:36,中南路西,420503,湖北省,宜昌市,泰禾商务酒店,"111.333400,30.682080",3.6,111.3334,30.68208
B02CE0PBDG,住宿服务;宾馆酒店;宾馆酒店,0,4509337702,718,恩施市,[],土司,"109.472649,30.309155",2022/12/30 11:57,旗峰大道274号,422801,湖北省,恩施土家族苗族自治州,恩施土司王朝大酒店,"109.472820,30.309138",4,109.47282,30.309138
B02CE003RM,住宿服务;宾馆酒店;宾馆酒店,0,4509333900,718,恩施市,0718-8290518;13986847624,[],"109.491294,30.277353",2022/12/30 10:00,舞阳大道182号,422801,湖北省,恩施土家族苗族自治州,恩施三江宾馆,"109.491170,30.277199",4.5,109.49117,30.277199
B02C901H16,住宿服务;宾馆酒店;宾馆酒店,0,4514572020,713,黄州区,0713-8389009,[],[],2022/12/31 0:33,宝塔大道21号,421102,湖北省,黄冈市,觅·天外天精品酒店(黄冈宝塔路旗舰店),"114.877173,30.439552",4.6,114.877173,30.439552
B0FFLITMXB,住宿服务;宾馆酒店;宾馆酒店,0,4514624410,27,武昌区,027-88053658;027-88872872,小吃街,"114.30409,30.538221",2022/12/31 0:18,彭刘杨路232号首义园2区26号,420106,湖北省,武汉市,俪居美伦酒店(武汉黄鹤楼首义广场店),"114.303813,30.538204",4.7,114.303813,30.538204
B02CE0P5H5,住宿服务;宾馆酒店;宾馆酒店,0,4409738821,718,宣恩县,0718-5831122,[],"109.482482,29.99006",2022/12/30 9:20,珠山镇建设路6号(新欣商城旁),422825,湖北省,恩施土家族苗族自治州,宣恩新欣大酒店,"109.482568,29.989953",3.8,109.482568,29.989953
B02CD0REKA,住宿服务;宾馆酒店;四星级宾馆,0,4511436312,717,宜都市,0717-4773888,[],"111.422964,30.387370",2022/12/30 11:21,西湖二路,420581,湖北省,宜昌市,小西湖花园酒店,"111.423401,30.386487",4.5,111.423401,30.386487
B0FFFOEK6S,住宿服务;宾馆酒店;经济型连锁酒店,0,4512411801,716,沙市区,0716-8085288,[],"112.229866,30.341761",2022/12/30 7:38,武德路观邸商业18号,421002,湖北省,荆州市,茉莉花开连锁酒店(荆州武德路万达广场店),"112.229705,30.341868",4.1,112.229705,30.341868
B0FFI1OLMG,住宿服务;宾馆酒店;经济型连锁酒店,0,4514535502,27,江夏区,027-87830000,[],"114.446694,30.460442",2022/12/30 9:07,东湖开发区流芳园横路3号(武汉天马微电子对面),420115,湖北省,武汉市,城市便捷酒店(武汉光谷二路流芳店),"114.446543,30.460385",4.2,114.446543,30.460385
B0FFH1JXHU,住宿服务;宾馆酒店;宾馆酒店,0,4508375710,718,利川市,0718-7899999;17371848666,自助早餐,"108.964485,30.296815",2022/12/30 13:42,东城街道办事处新桥社区七组1号,422802,湖北省,恩施土家族苗族自治州,利川麓岛国际酒店,"108.964736,30.296719",4.3,108.964736,30.296719
B0FFIOXM7W,住宿服务;宾馆酒店;宾馆酒店,0,4614025722,27,黄陂区,027-61102888;027-61102999,"自助早餐,宵夜,热干面,小吃街,自助餐","114.349201,30.717504",2022/12/30 9:08,汉口北大道汉北广场165号4幢,420116,湖北省,武汉市,维也纳酒店(武汉汉口北大道四季美农贸城店),"114.348863,30.717533",4.7,114.348863,30.717533
B0FFIR6FIZ,住宿服务;宾馆酒店;宾馆酒店,0,4613277412,712,孝南区,0712-2588699,[],"113.934258,30.896276",2022/12/30 22:41,南方国际C2栋5-7层,420902,湖北省,孝感市,孝感志诚商务宾馆,"113.934227,30.896211",3.7,113.934227,30.896211
B0FFH9PQS2,住宿服务;宾馆酒店;宾馆酒店,0,4510725502,718,巴东县,0718-4027666,[],"110.324583,30.627585",2022/12/30 9:01,野三关发展大道39号,422823,湖北省,恩施土家族苗族自治州,巴东峡州野三关国际大酒店,"110.324353,30.627185",3.8,110.324353,30.627185
B001B1CAQL,住宿服务;宾馆酒店;宾馆酒店,0,4514624511,27,武昌区,027-88325757,[],"114.31797,30.536801",2022/12/30 9:03,中山路497号(武昌火车站地铁站G1口步行480米),420106,湖北省,武汉市,汉庭酒店(武昌火车站店),"114.318233,30.536886",4.7,114.318233,30.536886
B0FFHTTQFC,住宿服务;宾馆酒店;经济型连锁酒店,0,4514623521,27,武昌区,027-88231987;16602776210,[],"114.316693,30.531319",2022/12/31 0:17,紫阳东路万金国际广场B楼(武昌火车站地铁D出口),420106,湖北省,武汉市,77连锁酒店(武昌火车站店),"114.317062,30.531211",3.9,114.317062,30.531211
